,uid,anime_uid,score
34803,316907,37991,8
34804,317181,37991,9
34805,318640,37991,8
34806,318750,37991,10
34807,322456,37991,9
34808,310004,37991,9
34809,311990,37991,9
34810,312381,37991,10
34811,312629,37991,9
34812,313516,37991,10
34813,313883,37991,10
34814,314007,37991,9
34815,314078,37991,10
34816,314060,37991,10
34817,188611,245,10
34818,256658,245,7
34819,315685,245,8
34820,318742,245,10
34821,321671,245,7
34822,321684,245,10
34823,324549,245,9
34824,243152,245,9
34825,269007,245,9
34826,13690,245,10
34827,11593,245,9
34828,209656,245,9
34829,203210,245,9
34830,176143,245,9
34831,6097,245,10
34832,1130,245,9
34833,4829,245,10
34834,188335,245,10
34835,5347,245,10
34836,65245,245,10
34837,102447,44,10
34838,187740,44,9
34839,79240,44,10
34840,255446,44,9
34841,21062,44,10
34842,147009,44,10
34843,58425,44,10
34844,54201,44,10
34845,37311,44,8
34846,62185,44,10
34847,17397,44,10
34848,245098,44,8
34849,9335,44,10
34850,26778,44,9
34851,207238,44,9
34852,90691,44,10
34853,286047,44,10
34854,8373,44,10
34855,197852,44,8
34856,263782,44,10
34857,270791,431,8
34858,75457,431,9
34859,228945,431,10
34860,143687,431,7
34861,110791,431,3
34862,142169,431,8
34863,57609,431,10
34864,11708,431,7
34865,200771,431,7
34866,194757,431,10
34867,80834,431,10
34868,199170,431,10
34869,238741,431,10
34870,282331,431,8
34871,284488,431,10
34872,241727,431,6
34873,286798,431,9
34874,288059,431,5
34875,292779,431,10
34876,246556,431,8
34877,323630,38329,10
34878,323956,38329,7
34879,324124,38329,8
34880,324217,38329,10
34881,324614,38329,10
34882,325167,38329,6
34883,322932,38329,6
34884,323004,38329,9
34885,323009,38329,9
34886,314200,37991,10
34887,314417,37991,8
34888,314509,37991,10
34889,314755,37991,9
34890,315097,37991,10
34891,315725,37991,6
34892,316262,37991,6
34893,316429,37991,10
34894,316482,37991,7
34895,317405,37991,6
34896,317472,37991,10
34897,319747,37991,9
34898,325654,37991,9
34899,304407,37991,9
34900,310549,37991,10
34901,313301,37991,10
34902,314973,37991,9
34903,318777,37991,5
34904,322674,37991,9
34905,322955,37991,10
34906,35116,245,10
34907,73089,245,10
34908,90027,245,10
34909,22694,245,10
34910,16305,245,10
34911,143115,245,10
34912,223456,245,10
34913,20802,245,10
34914,190955,245,9
34915,295639,245,9
34916,248644,245,6
34917,271040,245,8
34918,209732,245,5
34919,164245,245,8
34920,21383,245,9
34921,94763,245,7
34922,14138,245,10
34923,279578,245,10
34924,316933,245,9
34925,317055,245,10
34926,42121,44,10
34927,229332,44,10
34928,18349,44,9
34929,318678,44,10
34930,281578,44,7
34931,321617,44,1
34932,196615,44,10
34933,134103,44,10
34934,14798,44,8
34935,296611,44,10
34936,108373,44,10
34937,123575,44,10
34938,135643,44,9
34939,212105,44,9
34940,303699,44,6
34941,13426,44,8
34942,184935,44,9
34943,188355,44,7
34944,127703,44,5
34945,36372,44,10
34946,297512,431,6
34947,299657,431,9
34948,192279,431,9
34949,210449,431,10
34950,208343,431,7
34951,198185,431,8
34952,70659,431,9
34953,67349,431,9
34954,155593,431,10
34955,18911,431,10
34956,10243,431,10
34957,257137,431,4
34958,316211,431,1
34959,270086,431,10
34960,272012,431,9
34961,249443,431,9
34962,54721,431,10
34963,170971,431,1
34964,35564,431,10
34965,139995,431,9
34966,323079,38329,10
34967,323081,38329,9
34968,323115,38329,5
34969,323397,38329,10
34970,323583,38329,9
34971,323703,38329,10
34972,324705,38329,10
34973,325633,38329,9
34974,321124,38329,9
34975,322261,38329,9
34976,323040,38329,10
34977,323361,38329,9
34978,318969,38329,6
34979,319193,38329,10
34980,319439,38329,10
34981,323102,38329,9
34982,318963,38329,10
34983,319042,38329,9
34984,320474,38329,7
34985,314012,37991,8
34986,314020,37991,9
34987,314024,37991,7
34988,314127,37991,9
34989,314026,37991,9
34990,320150,37991,7
34991,298452,37991,6
34992,308701,37991,10
34993,310911,37991,10
34994,314022,37991,8
34995,314364,37991,5
34996,324498,37991,3
34997,312772,37991,10
34998,314257,37991,3
34999,314328,37991,10
35000,306691,37991,8
35001,314058,37991,6
35002,301361,37991,10
35003,314073,37991,4
35004,298574,37991,10
35005,284731,245,10
35006,205739,245,9
35007,201209,245,8
35008,196456,245,9
35009,4858,245,9
35010,5196,245,10
35011,267696,245,9
35012,300074,245,10
35013,18329,245,10
35014,15782,245,9
35015,204760,245,9
35016,79336,245,8
35017,316973,245,10
35018,193628,245,10
35019,179814,245,8
35020,251111,245,6
35021,32168,245,10
35022,197339,245,8
35023,56581,245,6
35024,190080,44,9
35025,25347,44,10
35026,11188,44,10
35027,46143,44,9
35028,2460,44,9
35029,4489,44,10
35030,24771,44,9
35031,1857,44,10
35032,4148,44,10
35033,172873,44,10
35034,1880,44,10
35035,8731,44,10
35036,15916,44,9
35037,77307,44,10
35038,204587,44,10
35039,21013,44,10
35040,98929,44,10
35041,303592,44,8
35042,480,44,10
35043,7088,44,10
35044,8226,431,8
35045,283906,431,8
35046,205542,431,10
35047,205470,431,10
35048,2743,431,10
35049,46461,431,9
35050,26389,431,10
35051,252770,431,9
35052,277425,431,9
35053,11495,431,10
35054,203825,431,10
35055,283384,431,7
35056,324348,431,9
35057,325650,431,10
35058,203359,431,1
35059,38468,431,8
35060,198350,431,7
35061,58337,431,8
35062,255152,431,6
35063,108225,431,6
35064,291239,36838,10
35065,277890,36838,8
35066,275052,36838,9
35067,274175,36838,9
35068,280260,36838,6
35069,275449,36838,9
35070,275432,36838,10
35071,270194,36838,10
35072,275085,36838,10
35073,322049,38329,10
35074,322457,38329,9
35075,325311,38329,2
35076,318970,38329,9
35077,322940,38329,10
35078,323073,38329,6
35079,318986,38329,9
35080,319110,38329,6
35081,323151,38329,10
35082,315526,38329,8
35083,318991,38329,10
35084,323473,38329,1
35085,323089,38329,3
35086,322939,38329,10
35087,323020,38329,1
35088,319606,38329,2
35089,315518,38329,10
35090,310716,38329,7
35091,318964,38329,9
35092,313264,38329,10
35093,300459,37991,10
35094,310591,37991,10
35095,304418,37991,10
35096,296825,37991,9
35097,297130,37991,7
35098,299391,37991,10
35099,314036,37991,9
35100,305789,37991,1
35101,298909,37991,3
35102,295456,37991,9
35103,314035,37991,1
35104,314054,37991,3
35105,314005,37991,9
35106,314002,37991,9
35107,314008,37991,8
35108,294573,37991,3
35109,294588,37991,10
35110,294583,37991,10
35111,314004,37991,10
35112,294589,37991,10
35113,194247,21939,10
35114,260751,21939,9
35115,284953,21939,10
35116,208216,21939,10
35117,211661,21939,10
35118,211735,21939,6
35119,185658,21939,8
35120,153423,21939,7
35121,171033,21939,6
35122,211428,21939,10
35123,175211,21939,10
35124,322125,21939,8
35125,170217,21939,7
35126,159439,21939,7
35127,151703,21939,9
35128,175333,21939,9
35129,148189,21939,10
35130,147729,21939,9
35131,149055,21939,10
35132,29455,245,10
35133,23334,245,10
35134,317581,245,10
35135,42387,245,10
35136,100757,245,8
35137,2123,245,9
35138,29685,245,9
35139,193238,245,10
35140,146217,245,6
35141,176755,245,7
35142,154209,245,8
35143,163773,245,10
35144,11227,245,6
35145,2171,245,10
35146,534,245,10
35147,793,245,10
35148,15803,245,9
35149,18958,245,10
35150,107719,245,3
35151,290,245,9
35152,5224,431,10
35153,27764,431,10
35154,42129,431,10
35155,291111,431,5
35156,185669,431,5
35157,19583,431,5
35158,205231,431,2
35159,219445,431,5
35160,941,431,10
35161,14030,431,10
35162,308369,431,4
35163,117523,431,7
35164,8930,431,3
35165,8805,431,10
35166,37741,431,6
35167,272510,431,6
35168,126,431,10
35169,14649,431,8
35170,5365,431,7
35171,2451,431,10
35172,12485,457,6
35173,31282,457,10
35174,209340,457,1
35175,167419,457,8
35176,15582,457,10
35177,742,457,10
35178,300836,457,2
35179,131167,457,8
35180,18409,457,9
35181,1102,457,9
35182,1551,457,10
35183,122627,457,6
35184,9969,457,9
35185,100291,457,7
35186,302286,457,4
35187,194983,457,7
35188,106129,457,9
35189,5844,457,9
35190,799,457,10
35191,273928,24701,8
35192,317044,37491,8
35193,244277,33095,9
35194,114553,9969,8
35195,211634,17074,8
35196,216857,28977,10
35197,119367,263,9
35198,5740,1,10
35199,276644,17074,10
35200,48839,1,9
35201,67001,820,10
35202,53489,820,9
35203,167549,1575,8
35204,195064,263,9
35205,296203,1,10
35206,285931,820,10
35207,305556,820,10
35208,306354,820,10
35209,69095,263,9
35210,184551,1,8
35211,240501,820,10
35212,307777,820,8
35213,310014,820,8
35214,108367,263,10
35215,159517,1,10
35216,189179,1,10
35217,176775,1,10
35218,155539,1,7
35219,123685,1,10
35220,28328,1575,10
35221,19940,1575,9
35222,306938,1,9
35223,309121,1,10
35224,309246,1,9
35225,309393,1,8
35226,274498,1,6
35227,283762,1575,10
35228,286189,1575,10
35229,124591,1,8
35230,138179,1,10
35231,198338,1575,9
35232,105423,1575,10
35233,1773,1575,7
35234,52433,1575,10
35235,257244,1,7
35236,294438,1,10
35237,221701,1,7
35238,203222,1,8
35239,187525,1,10
35240,11150,1575,10
35241,56235,1,10
35242,223194,1,8
35243,217627,1,9
35244,146403,1,9
35245,207473,1,9
35246,206532,1,9
35247,217943,1,9
35248,59919,1,10
35249,3334,1,9
35250,222987,1,9
35251,267823,1,8
35252,269108,1,10
35253,269444,1,8
35254,245661,1,7
35255,269353,1,9
35256,272179,1,10
35257,273679,1,10
35258,273912,1,10
35259,26999,1,10
35260,25225,1,8
35261,221792,1,9
35262,229404,1,10
35263,12601,1,9
35264,8735,1,9
35265,7683,1,9
35266,314273,1,10
35267,308368,1,9
35268,309696,1,10
35269,255572,1,10
35270,123621,1,10
35271,126219,1,10
35272,192200,1,9
35273,172837,1,9
35274,214671,1,10
35275,202615,1,10
35276,47305,1,10
35277,126433,1,9
35278,19296,1,10
35279,234477,1,10
35280,225585,1,10
35281,225873,1,8
35282,235786,1,10
35283,19518,1,10
35284,259653,1,10
35285,260479,1,10
35286,260699,1,10
35287,261380,1,10
35288,266998,1,10
35289,267062,1,9
35290,276617,1,10
35291,215475,1,9
35292,207311,1,10
35293,263976,1,10
35294,32545,1,9
35295,27690,1,10
35296,38754,1,9
35297,18225,1,10
35298,48437,1,9
35299,14390,1,9
35300,199165,1,10
35301,202924,1,10
35302,248359,1,10
35303,75227,1,9
35304,247016,1,10
35305,248013,1,10
35306,248384,1,8
35307,120273,1,9
35308,248526,1,8
35309,251546,1,10
35310,252426,1,9
35311,254378,1,8
35312,255516,1,9
35313,258276,1,10
35314,119835,1,10
35315,228795,1,10
35316,221034,1,10
35317,221004,1,9
35318,54005,1,8
35319,103099,1,10
35320,87409,1,8
35321,234981,1,9
35322,50857,1,10
35323,35762,1,10
35324,47271,1,10
35325,278991,1,10
35326,240611,1,9
35327,286150,1,7
35328,242636,1,10
35329,293073,1,8
35330,247126,1,10
35331,247420,1,7
35332,299125,1,8
35333,252136,1,9
35334,248183,1,10
35335,302902,1,9
35336,252889,1,10
35337,79226,1,8
35338,84855,1,10
35339,212811,1,9
35340,47825,1,9
35341,122175,1,10
35342,16827,1,8
35343,38677,1,10
35344,15213,1,10
35345,19062,1,10
35346,222744,1,10
35347,27635,1,10
35348,256995,1,9
35349,317470,1,9
35350,318282,1,10
35351,320294,1,10
35352,320405,1,10
35353,320801,1,10
35354,321711,1,9
35355,261173,1,10
35356,240637,1,9
35357,262061,1,10
35358,323933,1,10
35359,243960,1,10
35360,276915,1,7
35361,151813,1,8
35362,60251,1,9
35363,211753,1,10
35364,49293,1,10
35365,211002,1,8
35366,6486,1,10
35367,157407,1,10
35368,7966,1,10
35369,223852,1,7
35370,75885,1,10
35371,225224,1,9
35372,113025,1,10
35373,230717,1,9
35374,125139,1,10
35375,279637,1,7
35376,280405,1,9
35377,251872,1,7
35378,255240,1,10
35379,285838,1,9
35380,286544,1,10
35381,287431,1,10
35382,214690,1575,8
35383,296320,1575,9
35384,298029,1575,8
35385,268795,1575,10
35386,307786,1575,10
35387,309890,1575,10
35388,66355,1575,10
35389,144801,1575,10
35390,191768,1575,10
35391,179658,1575,9
35392,17253,1575,10
35393,228442,1575,10
35394,8775,1575,9
35395,7440,1575,10
35396,168889,1575,10
35397,6995,1575,10
35398,219395,1575,7
35399,70689,1575,10
35400,33141,1575,8
35401,210082,1,10
35402,209092,1,10
35403,195341,1,9
35404,197650,1,9
35405,232752,1,9
35406,219609,1,10
35407,193339,1,9
35408,224411,1,9
35409,192635,1,10
35410,228739,1,10
35411,212669,1,7
35412,130583,1,10
35413,148409,1,9
35414,108703,1,8
35415,112927,1,10
35416,35475,1575,8
35417,51073,1575,10
35418,41099,1575,10
35419,85613,1575,9
35420,88781,1575,10
35421,217232,1575,9
35422,32376,1575,9
35423,22267,1575,10
35424,28414,1575,10
35425,135145,1575,9
35426,21296,1575,10
35427,208322,1575,10
35428,20468,1575,10
35429,256846,1575,10
35430,279570,1575,9
35431,316561,1575,3
35432,101107,1,10
35433,61983,1,10
35434,17004,1,8
35435,20594,1,10
35436,14827,1,9
35437,29652,1,10
35438,28403,1,10
35439,122913,1,10
35440,149983,1,10
35441,172685,1,10
35442,247629,1,10
35443,298643,1,10
35444,298955,1,10
35445,239939,1,9
35446,303048,1,7
35447,268600,1,7
35448,250119,1,10
35449,306538,1,9
35450,250507,1575,10
35451,242036,1575,8
35452,265039,1575,9
35453,236676,1575,3
35454,197681,1575,6
35455,216885,1575,10
35456,7984,1575,10
35457,213290,1575,6
35458,11714,1575,9
35459,192439,1575,10
35460,203739,1575,10
35461,191615,1575,6
35462,6305,1575,7
35463,14838,1575,9
35464,168205,1575,9
35465,168719,1575,10
35466,6711,1575,10
35467,145067,1575,10
35468,255014,1,10
35469,312994,1,10
35470,12038,1,8
35471,36490,1,10
35472,48779,1,9
35473,96135,1,10
35474,178123,1,9
35475,277,1,9
35476,118543,1,10
35477,206849,1,10
35478,2514,1,10
35479,144093,1,9
35480,195015,1,10
35481,194856,1,10
35482,140333,1,9
35483,5737,1575,10
35484,172311,1575,10
35485,7108,1575,10
35486,266802,1575,9
35487,238059,1575,8
35488,240241,1575,8
35489,299506,1575,8
35490,301588,1575,10
35491,242345,1575,6
35492,182420,1575,10
35493,197300,1575,10
35494,174799,1575,7
35495,7227,1575,10
35496,206338,1575,10
35497,180764,1575,10
35498,138063,1575,7
35499,142339,1575,6
35500,35467,1575,10
35501,193050,1,7
35502,4728,1,9
35503,278885,1,10
35504,256878,1,10
35505,238108,1,5
35506,257136,1,8
35507,279927,1,10
35508,320955,1,9
35509,323478,1,10
35510,264554,1,10
35511,2121,1,10
35512,5951,1,10
35513,231667,1,10
35514,9391,1,10
35515,85489,1,10
35516,129609,1,8
35517,144085,1,7
35518,134073,1,8
35519,39088,1575,10
35520,181574,1575,10
35521,40781,1575,10
35522,216289,1575,10
35523,105675,1575,10
35524,281048,1575,10
35525,312725,1575,10
35526,11997,1575,5
35527,220330,1575,6
35528,29473,1575,9
35529,95997,1575,10
35530,128569,1575,5
35531,158833,1575,9
35532,63613,1575,10
35533,197307,1575,10
35534,320467,1575,10
35535,294975,1575,10
35536,295442,1575,10
35537,161119,1575,9
35538,62947,1575,10
35539,175501,1,9
35540,131527,1,9
35541,109211,1,10
35542,56105,1,10
35543,220119,1,7
35544,180351,1,10
35545,266648,1,9
35546,292087,1,8
35547,238896,1,10
35548,240008,1,10
35549,300853,1,7
35550,301603,1,6
35551,200453,1,10
35552,222315,1,10
35553,105961,1,7
35554,201656,1,10
35555,217164,1,6
35556,107851,263,10
35557,55651,263,9
35558,115833,263,10
35559,249924,263,10
35560,252295,263,10
35561,267456,263,10
35562,200714,263,9
35563,72159,263,10
35564,87597,1575,7
35565,37946,1575,10
35566,191008,1575,8
35567,8241,1575,6
35568,3128,1575,9
35569,50445,1575,10
35570,205138,1575,8
35571,3108,1575,7
35572,11908,1575,9
35573,296560,1575,1
35574,297752,1575,9
35575,280005,1575,5
35576,282189,1575,10
35577,302953,1575,5
35578,283587,1575,1
35579,250748,1575,10
35580,3870,1575,10
35581,187397,1575,10
35582,197411,1575,9
35583,196561,1575,10
35584,314123,820,8
35585,217819,820,8
35586,239902,820,10
35587,265292,820,10
35588,274970,820,10
35589,248785,820,10
35590,204232,820,9
35591,217284,820,10
35592,228140,820,10
35593,291036,820,8
35594,262016,820,10
35595,235790,820,10
35596,214446,820,10
35597,84087,1,7
35598,15786,1,10
35599,224147,1,9
35600,175693,1,10
35601,86,1,9
35602,195401,1,10
35603,197467,1,10
35604,224451,1,10
35605,135989,1,10
35606,278915,1,10
35607,279955,1,10
35608,308616,1,7
35609,309439,1,10
35610,310572,1,10
35611,312039,1,8
35612,285623,1,10
35613,180426,1,7
35614,169241,1,10
35615,14207,1,9
35616,48315,263,10
35617,46503,263,9
35618,224146,263,9
35619,227820,263,9
35620,141657,263,10
35621,138555,263,9
35622,126141,263,8
35623,114835,263,10
35624,33321,263,10
35625,138007,263,10
35626,16173,263,9
35627,239701,263,10
35628,251753,263,10
35629,256103,263,9
35630,2156,263,10
35631,16023,263,10
35632,134397,263,10
35633,72331,263,8
35634,211251,263,7
35635,195788,1575,9
35636,31765,1575,5
35637,18540,1575,9
35638,106317,1575,10
35639,271097,1575,10
35640,307261,1575,9
35641,272002,1575,8
35642,308937,1575,10
35643,310577,1575,10
35644,276783,1575,9
35645,184753,1575,10
35646,18150,1575,10
35647,85899,1575,5
35648,179234,1575,9
35649,9310,1575,7
35650,25266,1575,10
35651,168629,1575,9
35652,207616,1575,4
35653,4916,1575,7
35654,124705,1575,10
35655,314242,820,10
35656,69083,820,8
35657,278464,820,10
35658,237594,820,10
35659,318798,820,9
35660,260415,820,10
35661,249739,820,10
35662,189722,820,10
35663,195714,820,10
35664,142557,820,9
35665,234091,820,10
35666,210712,820,10
35667,257133,820,9
35668,241221,820,10
35669,277056,820,10
35670,29795,820,8
35671,302676,820,10
35672,280553,820,10
35673,157367,1,10
35674,101691,1,9
35675,99203,1,7
35676,191313,1,10
35677,202598,1,7
35678,225154,1,6
35679,236071,1,3
35680,219658,1,7
35681,256899,1,7
35682,315742,1,10
35683,316041,1,6
35684,294246,1,10
35685,324225,1,6
35686,219635,1,7
35687,123553,1,10
35688,186032,1,10
35689,52597,1,10
35690,137261,1,9
35691,432,1,9
35692,211252,1,10
35693,324379,164,6
35694,13896,164,10
35695,29136,164,8
35696,26373,164,8
35697,32555,164,10
35698,72425,164,10
35699,97677,164,10
35700,73193,164,10
35701,120295,164,10
35702,237912,164,9
35703,254744,164,8
35704,255221,164,8
35705,213260,263,9
35706,14131,263,10
35707,205505,263,9
35708,218750,263,10
35709,54133,263,10
35710,314941,263,7
35711,315721,263,8
35712,316819,263,10
35713,259065,263,10
35714,322725,263,10
35715,265728,263,8
35716,243298,263,10
35717,266298,263,10
35718,248082,263,9
35719,139047,263,8
35720,28101,263,9
35721,152021,263,10
35722,161993,263,8
35723,131425,263,10
35724,146479,263,10
35725,2804,1575,10
35726,28217,1575,9
35727,134811,1575,10
35728,9000,1575,7
35729,135265,1575,10
35730,32013,1575,6
35731,32354,1575,9
35732,8297,1575,10
35733,80316,1575,9
35734,67453,1575,6
35735,13637,1575,6
35736,274167,1575,1
35737,127025,1575,9
35738,197310,1575,9
35739,194186,1575,10
35740,79104,1575,10
35741,2488,1575,10
35742,186585,1575,9
35743,193878,1575,10
35744,260976,1575,4
35745,202019,820,10
35746,178581,820,10
35747,289255,820,9
35748,318134,820,10
35749,320354,820,9
35750,323606,820,7
35751,222672,820,10
35752,306853,820,10
35753,178698,820,10
35754,316918,820,8
35755,321827,820,10
35756,31297,820,10
35757,202079,820,10
35758,322909,820,10
35759,323230,820,10
35760,283764,820,10
35761,134487,820,7
35762,301895,820,10
35763,305268,820,9
35764,281400,35180,10
35765,282040,35180,9
35766,293657,35180,10
35767,316147,35180,10
35768,317687,35180,10
35769,323494,35180,9
35770,277766,35180,10
35771,277941,35180,9
35772,282708,1,10
35773,129169,1,10
35774,277942,35180,10
35775,165281,1,7
35776,2766,1,10
35777,187436,1,8
35778,126053,1,9
35779,185956,1,9
35780,224003,1,9
35781,183936,1,8
35782,32325,1,10
35783,156835,1,4
35784,23682,1,10
35785,258305,1,9
35786,298519,1,10
35787,75643,1,6
35788,74199,1,9
35789,229418,1,7
35790,29801,1,9
35791,210097,1,9
35792,273826,164,7
35793,198727,164,9
35794,112705,164,10
35795,106495,164,9
35796,72421,164,10
35797,44103,164,10
35798,227084,164,9
35799,35313,164,9
35800,284486,164,9
35801,288927,164,10
35802,245569,164,9
35803,295299,164,9
35804,295705,164,9
35805,305797,164,9
35806,314241,164,8
35807,85521,164,10
35808,211700,164,9
35809,214402,164,9
35810,315113,164,7
35811,238060,164,8
35812,143651,263,10
35813,184876,263,10
35814,225310,263,10
35815,95955,263,8
35816,207241,263,9
35817,188756,263,9
35818,251745,263,10
35819,239258,263,8
35820,288014,263,9
35821,293779,263,9
35822,170457,263,10
35823,147019,263,10
35824,143469,263,9
35825,15435,263,9
35826,63763,263,8
35827,114129,263,10
35828,28508,263,10
35829,297468,263,7
35830,298269,263,10
35831,7640,1575,10
35832,207044,1575,3
35833,296344,1575,1
35834,317434,1575,10
35835,209431,1575,4
35836,167597,1575,5
35837,86823,1575,3
35838,14324,1575,9
35839,134777,1575,10
35840,307756,1575,10
35841,182595,1575,10
35842,296916,1575,5
35843,16739,1575,10
35844,180433,1575,9
35845,179447,1575,9
35846,217368,1575,5
35847,4450,1575,10
35848,1486,1575,10
35849,304048,1575,1
35850,256779,820,7
35851,55407,820,10
35852,180612,820,8
35853,303878,820,10
35854,322413,820,8
35855,32495,820,10
35856,87475,820,10
35857,82226,820,7
35858,53549,820,10
35859,277633,820,8
35860,26510,820,10
35861,269037,820,10
35862,31558,820,8
35863,302768,820,7
35864,259348,820,10
35865,3386,820,9
35866,314635,820,10
35867,77841,820,10
35868,278001,35180,10
35869,288454,35180,9
35870,310108,35180,10
35871,311221,35180,10
35872,276042,35180,10
35873,276141,35180,10
35874,276214,35180,10
35875,276487,35180,10
35876,276502,35180,10
35877,277756,35180,10
35878,315271,35180,10
35879,281814,35180,10
35880,288112,35180,10
35881,289275,35180,10
35882,294421,35180,10
35883,275960,35180,10
35884,275989,35180,10
35885,276624,35180,10
35886,309287,35180,10
35887,314323,35180,9
35888,196889,1,10
35889,305715,1,10
35890,140183,1,9
35891,165843,1,7
35892,141455,1,7
35893,309958,1,9
35894,18642,1,10
35895,282376,1,10
35896,282905,1,10
35897,199269,1,10
35898,87775,1,10
35899,203427,1,10
35900,179635,1,9
35901,309115,1,6
35902,259715,1,6
35903,154045,1,10
35904,314415,1,9
35905,287769,1,6
35906,38430,1,7
35907,316194,164,6
35908,257787,164,9
35909,244293,164,10
35910,270393,164,10
35911,274909,164,9
35912,206741,164,9
35913,11469,164,9
35914,89583,164,10
35915,69273,164,10
35916,57039,164,6
35917,211990,164,7
35918,253327,164,6
35919,242884,164,6
35920,211528,164,8
35921,228007,164,10
35922,233351,164,8
35923,124589,164,7
35924,201308,164,10
35925,81552,164,10
35926,87009,164,10
35927,266589,263,10
35928,302302,263,9
35929,275460,263,10
35930,255612,263,10
35931,45823,263,10
35932,1265,263,8
35933,152773,263,9
35934,30480,263,8
35935,164773,263,10
35936,18930,263,10
35937,314476,263,10
35938,259480,263,10
35939,320508,263,10
35940,225512,263,6
35941,36385,263,8
35942,12891,263,9
35943,7579,263,9
35944,296676,263,9
35945,301586,263,9
35946,10114,263,10
35947,317040,28977,9
35948,246321,28977,10
35949,312619,28977,8
35950,252413,28977,10
35951,245300,28977,10
35952,219744,28977,9
35953,274754,28977,10
35954,319690,28977,10
35955,215828,28977,9
35956,221363,28977,10
35957,229603,28977,10
35958,218403,28977,10
35959,214968,28977,9
35960,276477,28977,10
35961,273658,28977,10
35962,223251,28977,10
35963,214786,28977,10
35964,219630,28977,10
35965,60947,1575,5
35966,163689,1575,7
35967,204861,1575,10
35968,179161,1575,10
35969,173945,1575,1
35970,269860,1575,1
35971,236655,1575,9
35972,322901,1575,1
35973,298606,1575,1
35974,123981,1575,8
35975,80082,1575,5
35976,172563,1575,3
35977,6238,1575,10
35978,2009,1575,10
35979,187117,1575,9
35980,1757,1575,7
35981,107837,1575,10
35982,7946,1575,9
35983,112361,1575,8
35984,96403,1575,9
35985,236976,17074,7
35986,225217,17074,9
35987,157121,17074,10
35988,131523,17074,9
35989,313049,17074,5
35990,193399,17074,9
35991,200539,17074,9
35992,206871,17074,9
35993,129121,17074,8
35994,257508,17074,10
35995,264591,17074,10
35996,268997,17074,10
35997,277959,17074,9
35998,265214,9969,10
35999,102593,9969,10
36000,286653,9969,10
36001,307803,9969,9
36002,312922,9969,10
36003,313795,9969,8
36004,151931,9969,10
36005,102271,820,5
36006,130535,820,10
36007,101465,820,9
36008,18874,820,10
36009,278642,820,10
36010,296135,820,7
36011,24899,820,10
36012,124823,820,6
36013,158361,820,10
36014,321006,820,1
36015,20585,820,9
36016,107601,820,9
36017,32992,820,10
36018,313886,820,5
36019,176917,820,9
36020,231500,820,7
36021,276964,820,6
36022,35327,820,9
36023,247463,820,10
36024,194249,820,10
36025,314922,35180,10
36026,316887,35180,10
36027,289959,35180,10
36028,275913,35180,10
36029,276197,35180,10
36030,279034,35180,9
36031,279078,35180,9
36032,298870,35180,10
36033,318896,35180,10
36034,305335,35180,10
36035,276329,35180,10
36036,307125,35180,7
36037,310444,35180,10
36038,276342,35180,10
36039,325631,35180,3
36040,276362,35180,9
36041,278640,35180,10
36042,275893,35180,10
36043,275933,35180,10
36044,269970,35180,10
36045,158285,1,10
36046,305674,1,4
36047,228378,1,9
36048,71689,1,10
36049,224482,1,9
36050,193244,1,8
36051,8635,1,9
36052,5059,1,10
36053,169797,1,7
36054,318878,1,4
36055,85109,1,6
36056,193841,1,10
36057,3650,1,8
36058,16217,1,10
36059,165987,1,8
36060,106233,1,10
36061,782,1,8
36062,27219,1,5
36063,168223,1,10
36064,21886,164,8
36065,263616,164,10
36066,239345,164,10
36067,273808,164,8
36068,216456,164,9
36069,71889,164,10
36070,215904,164,8
36071,315180,164,10
36072,228647,164,10
36073,139641,164,10
36074,181601,164,10
36075,35225,164,10
36076,17074,164,9
36077,304472,164,7
36078,168939,164,7
36079,108645,164,7
36080,289701,164,4
36081,319218,164,9
36082,166193,164,10
36083,179465,164,9
36084,22317,263,10
36085,137237,263,9
36086,36487,263,10
36087,187896,263,10
36088,76821,263,10
36089,113543,263,10
36090,211315,263,8
36091,218907,263,10
36092,205265,263,8
36093,309286,263,10
36094,7783,263,10
36095,170707,263,7
36096,235399,263,9
36097,288383,263,9
36098,99989,263,10
36099,37239,263,10
36100,205629,263,9
36101,15463,263,10
36102,170633,263,10
36103,215340,28977,10
36104,215575,28977,10
36105,234729,28977,10
36106,307867,28977,10
36107,214822,28977,8
36108,218477,28977,10
36109,217902,28977,10
36110,303863,28977,10
36111,215583,28977,10
36112,298179,28977,10
36113,214858,28977,10
36114,214803,28977,10
36115,215528,28977,10
36116,256566,28977,6
36117,214779,28977,9
36118,215010,28977,10
36119,215033,28977,8
36120,214797,28977,10
36121,26958,1575,5
36122,139583,1575,7
36123,214772,28977,10
36124,27871,1575,10
36125,83803,1575,10
36126,249618,1575,8
36127,84191,1575,3
36128,184739,1575,9
36129,112807,1575,10
36130,103289,1575,5
36131,2144,1575,10
36132,16337,1575,6
36133,114629,1575,10
36134,182204,1575,9
36135,3720,1575,10
36136,187081,1575,8
36137,179077,1575,9
36138,4200,1575,8
36139,11836,1575,9
36140,2320,1575,7
36141,182120,1575,7
36142,183825,17074,9
36143,221084,17074,8
36144,296777,17074,10
36145,265288,17074,8
36146,248941,17074,10
36147,241859,17074,10
36148,210769,17074,8
36149,173471,17074,10
36150,193651,17074,9
36151,158569,17074,10
36152,148169,17074,9
